,inning,over,ball,total_runs,player_dismissed,batsman cluster,bowler cluster,batting_team_Chennai Super Kings,batting_team_Delhi Capitals,batting_team_Kings XI Punjab,batting_team_Kolkata Knight Riders,batting_team_Mumbai Indians,batting_team_Rajasthan Royals,batting_team_Royal Challengers Bangalore,batting_team_Sunrisers Hyderabad,bowling_team_Chennai Super Kings,bowling_team_Delhi Capitals,bowling_team_Kings XI Punjab,bowling_team_Kolkata Knight Riders,bowling_team_Mumbai Indians,bowling_team_Rajasthan Royals,bowling_team_Royal Challengers Bangalore,bowling_team_Sunrisers Hyderabad
29707,2,18,1,1,0,12.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29709,2,18,3,1,0,12.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29711,2,18,5,0,0,12.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29712,2,18,6,2,0,12.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29714,2,19,2,1,0,12.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29718,2,19,6,2,0,12.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29794,1,13,3,1,0,12.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29797,1,13,6,6,0,12.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29801,1,14,4,0,0,12.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29802,1,14,5,1,0,12.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29804,1,14,7,1,0,12.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29812,1,16,2,1,0,12.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29814,1,16,4,1,0,12.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29816,1,16,6,4,0,12.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29823,1,18,1,0,0,12.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29824,1,18,2,1,0,12.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29826,1,18,4,4,0,12.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29827,1,18,5,1,0,12.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29888,2,8,1,0,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29889,2,8,2,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29891,2,8,4,0,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29892,2,8,5,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29900,2,10,1,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29901,2,10,2,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29902,2,10,3,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29903,2,10,4,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29904,2,10,5,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29905,2,10,6,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29913,2,12,1,1,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29914,2,12,2,1,0,7.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29915,2,12,3,1,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29916,2,12,4,6,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29917,2,12,5,0,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29918,2,12,6,1,0,0.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29919,2,12,7,1,0,7.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29927,2,14,1,0,0,7.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29928,2,14,2,0,0,7.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29929,2,14,3,4,0,7.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29930,2,14,4,1,0,7.0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29933,2,15,1,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29935,2,15,3,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29938,2,15,6,1,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29951,2,18,1,4,0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29952,2,18,2,0,1,7.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29970,1,1,1,4,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29971,1,1,2,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29973,1,1,4,0,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29974,1,1,5,0,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29975,1,1,6,4,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29977,1,2,2,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29978,1,2,3,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29979,1,2,4,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29980,1,2,5,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29981,1,2,6,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29995,1,5,1,0,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29996,1,5,2,0,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29997,1,5,3,0,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29998,1,5,4,4,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29999,1,5,5,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30001,1,6,1,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30002,1,6,2,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30003,1,6,3,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30004,1,6,4,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30005,1,6,5,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30009,1,7,1,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30011,1,7,3,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30014,1,7,6,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30015,1,8,1,6,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30016,1,8,2,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30019,1,8,5,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30023,1,9,3,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30024,1,9,4,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30026,1,9,6,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30033,1,11,1,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30036,1,11,4,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30046,1,13,1,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30048,1,13,3,2,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30049,1,13,4,0,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30050,1,13,5,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30053,1,14,2,4,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30054,1,14,3,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30059,1,15,2,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30061,1,15,4,0,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30062,1,15,5,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30063,1,15,6,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30065,1,16,1,4,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30066,1,16,2,4,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30067,1,16,3,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30070,1,16,6,6,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30072,1,17,2,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30074,1,17,4,2,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30075,1,17,5,1,0,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30083,1,19,1,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30085,1,19,3,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30087,1,19,5,1,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30088,1,19,6,3,0,14.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30092,1,20,3,0,0,12.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30093,1,20,4,2,0,12.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30094,1,20,5,1,0,12.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30095,1,20,6,0,1,14.0,11.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30108,2,3,1,0,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30109,2,3,2,1,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30113,2,3,6,1,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30116,2,4,1,0,0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30117,2,4,2,1,0,0.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30123,2,5,1,1,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30128,2,5,6,0,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30145,2,8,5,0,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30146,2,8,6,0,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30147,2,8,7,2,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30154,2,10,1,0,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30155,2,10,2,1,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30157,2,10,4,2,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30158,2,10,5,0,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30159,2,10,6,1,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30160,2,11,1,1,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30162,2,11,3,1,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30164,2,11,5,0,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30165,2,11,6,0,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30168,2,12,3,1,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30170,2,12,5,6,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30171,2,12,6,1,0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30172,2,13,1,4,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30173,2,13,2,0,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30174,2,13,3,4,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30175,2,13,4,1,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30177,2,13,6,4,0,0.0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30183,2,14,6,0,1,0.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30191,2,16,2,0,0,7.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30192,2,16,3,2,0,7.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30193,2,16,4,4,0,7.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30194,2,16,5,0,1,7.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30195,2,16,6,0,0,2.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30208,2,19,1,1,0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30210,2,19,3,2,0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30287,1,13,1,4,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30288,1,13,2,0,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30289,1,13,3,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30290,1,13,4,1,0,9.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30291,1,13,5,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30292,1,13,6,1,0,9.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30299,1,15,1,1,0,9.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30300,1,15,2,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30301,1,15,3,1,0,9.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30302,1,15,4,0,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30303,1,15,5,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30304,1,15,6,1,0,9.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30317,1,18,1,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30319,1,18,3,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30321,1,18,5,6,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30322,1,18,6,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30330,1,20,2,1,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30333,1,20,5,6,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30334,1,20,6,2,0,7.0,11.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30397,2,10,5,1,0,12.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30398,2,10,6,1,0,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30405,2,12,1,6,0,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30406,2,12,2,0,0,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30407,2,12,3,1,0,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30408,2,12,4,0,1,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30409,2,12,5,1,0,12.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30443,2,18,1,1,0,11.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30446,2,18,4,1,0,11.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30448,2,18,6,1,0,11.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30455,2,20,1,4,0,11.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30456,2,20,2,1,0,11.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30508,1,8,3,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30510,1,8,5,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30511,1,8,6,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30522,1,10,3,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30524,1,10,5,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30534,1,12,2,2,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30535,1,12,3,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30537,1,12,5,1,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30680,2,15,6,1,0,6.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30687,2,17,1,1,0,6.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30689,2,17,3,0,1,6.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30731,1,4,4,0,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30732,1,4,5,2,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30733,1,4,6,0,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30734,1,4,7,2,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30741,1,6,1,6,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30742,1,6,2,4,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30743,1,6,3,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30745,1,6,5,0,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30746,1,6,6,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30747,1,7,1,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30749,1,7,3,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30751,1,7,5,0,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30752,1,7,6,0,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30757,1,8,5,4,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30758,1,8,6,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30759,1,9,1,2,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30760,1,9,2,4,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30761,1,9,3,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30763,1,9,5,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30766,1,10,2,6,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30767,1,10,3,4,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30768,1,10,4,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30770,1,10,6,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30771,1,11,1,2,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30772,1,11,2,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30777,1,11,7,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30778,1,12,1,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30782,1,12,5,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30783,1,12,6,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30785,1,13,1,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30790,1,13,6,4,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30791,1,13,7,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30801,1,15,3,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30804,1,15,6,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30805,1,16,1,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30807,1,16,3,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30810,1,16,6,4,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30812,1,17,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30813,1,17,3,6,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30814,1,17,4,2,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30815,1,17,5,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30818,1,18,1,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30821,1,18,4,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30825,1,19,2,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30828,1,19,5,4,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30829,1,19,6,1,0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30830,1,20,1,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30832,1,20,3,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30834,1,20,5,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30835,1,20,6,1,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30997,1,7,1,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30999,1,7,3,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31002,1,7,6,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31024,1,11,2,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31026,1,11,4,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31055,1,16,2,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31057,1,16,4,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31068,1,18,1,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31069,1,18,2,2,0,12.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31070,1,18,3,2,0,12.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31071,1,18,4,1,0,12.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31072,1,18,5,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31073,1,18,6,1,0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31074,1,18,7,4,0,12.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
31113,2,5,1,1,0,12.0,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31115,2,5,3,1,0,12.0,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31119,2,5,7,1,0,12.0,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
31218,1,2,1,4,0,9.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31219,1,2,2,1,0,9.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31223,1,2,6,6,0,9.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31230,1,4,1,1,0,9.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31231,1,4,2,4,0,9.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31232,1,4,3,0,1,9.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31235,1,4,6,3,0,14.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31244,1,6,2,0,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31245,1,6,3,0,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31246,1,6,4,4,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31247,1,6,5,1,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31248,1,6,6,1,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31255,1,8,1,1,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31256,1,8,2,1,0,14.0,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
